provider,email,telephone,website,address
ASTONIANS TECHNOLOGY SDN. BHD.,atsbkb_edu@yahoo.com,60179256156,,
PM CONSULTANT,megamood44@gmail.com,60199586569,,
TAS OIL & GAS SDN. BHD.,ereney@tas.edu.my,6088498758,,
ASIAN TOURISM INTERNATIONAL COLLEGE SDN. BHD.,admin@ati.edu.my,6088253731,,
CF LEARNING SERVICES SDN BHD,Fanny@cfrontier.com,60198700898,,
ASIA ABILITY SDN BHD,sonia@asiaability.com,6088255289,,
THE OUTWARD BOUND TRUST OF SABAH,office_manager@outwardbound.com.my,6088750311,,
INTERNATIONAL CERTIFICATION CENTRE SDN. BHD.,tengku.ariff@yahoo.com,60199131415,,
MERCU OILFIELD SUPPLIES & SERVICES SDN. BHD.,admin@mercuoilfield.com,60133644272,,
ONE SOLUTION TRADE SDN. BHD.,fardilla.din@gmail.com,60192522121,,
RAYZEN VENTURES,amalin2314@gmail.com,60167433481,,
AYENZ GROUP VENTURES,mdazrein@gmail.com,6.01122E+11,,
KOLEJ KEMAHIRAN TINGGI MARA PASIR MAS,azuan.zain@mara.gov.my,60172648237,,
D7 HOLDINGS SDN. BHD.,inquiry@dzholdings.biz,6.0117E+11,,
GLOBAL ACADEMIC EXCELLENCE (M) SDN. BHD.,firdaus@gaexcellence.com,60139338546,,
T&T BUSINESS SOLUTIONS PLT,munes@ttbusinesssolutions.com,60146770861,,
NUVIS SABAH TRAINING & CONSULTANCY SDN BHD,info.nuvissabah@gmail.com,60195888082,,
CHEMCLASS SDN. BHD.,chemclassification@gmail.com,60175445695,,
SUCCESS TRAINING HUB PLT,suc.t.hub@gmail.com,60178605212,,
MOVIN TRAINING & RESOURCES,movintnr@gmail.com,60198337401,,
BORNEO FIRST AID RESOURCES SDN BHD,borneofirstaider@gmail.com,60198315866,,"SHOP LOT 6,FIRST FLOOR,MELINSUNG SUMMER BAY RESORT,MELINSUNG,PAPAR,Sabah,Malaysia-88960"
EUROPEAN WELLNESS ACADEMIE (ASIA PACIFIC) SDN BHD,angelina.cheng@ewacademy.eu,6.01116E+11,,
BLUE ELEPHANTS TRAINING CONSULTANTS SDN. BHD.,brinda.murugasu@blueelephantstraining.com,60102887384,,
ESTC ACADEMY SDN. BHD.,info@estcacademy.com,60148577416,,
ASIAMET (KK) SDN BHD,joanna@kk.cyberjaya.edu.my,6088431025,,
AKADEMI BINAAN MALAYSIA (SABAH) SDN BHD,effaabm@gmail.com,60196495116,,
SUNRISE TRAINING CONSULTANCY SDN. BHD.,mysunrisse33@yahoo.com,6088751499,,
MY PSYCH PLT,mypsychologykk@gmail.com,6.01133E+11,,
SABAH QUARRY ASSOCIATION (SQOA),sqoamalaysia@yahoo.com,6088255703,,
ADVANCED BUSINESS SYSTEMS CONSULTANTS SDN BHD,bde_cete@amccollege.edu.my,6088235218,,
KASI (MALAYSIA) SDN BHD,info@kasimalaysia.com,6088259229,,
SABAH SKILLS & TECHNOLOGY CENTRE,jennifer.m.sstc@gmail.com,6088496614,,
SKILLS BORNEO ACADEMY SDN. BHD.,lestariacc01.training@gmail.com,6.0114E+11,,
RNR FITRA MANAGEMENT SDN. BHD.,fitra.mgt@gmail.com,60198409610,,
IFTAH TRAINING CENTRE,rianimansur@gmail.com,60135484223,,
AKADEMI SURIA KINABALU PLT,akademisuria.kinabalu@gmail.com,60168240705,,
GE NITRATE SOLUTIONS,genitratesolutions.official@gmail.com,60138668993,,
S.I.ART SDN. BHD.,info@sia.edu.my,6088210812,,
SIERRA SECURITY SERVICES SDN. BHD.,sierrasecurity007@gmail.com,60148624007,,"LOT 21, 1ST FLOOR, BLOCK B,TAMAN TYNG MILE 6,JALAN UTARA,SANDAKAN,SANDAKAN,Sabah,Malaysia-90000"
KIRA KIRA MANAGEMENT,info@kirakira.asia,60168060886,,
SRI PELANCONGAN SABAH SDN. BHD.,fanny@sabahtourism.com,6088291688,,
SECURIDO GUARD SERV ICES SDN. BHD.,info@securido.my,6088779121,,
RAPID AXEL SDN. BHD.,rapidaxel.sb@gmail.com,6088417605,,
THE BEST SOLUTION MANAGEMENT SDN. BHD.,simplybestmanagement@gmail.com,60168322762,,
FOKUSJAYA CERAH SDN. BHD.,kennedyjohn2975@gmail.com,60128282957,,
LESTARI PROFESSIONAL CONSULTANCY SDN. BHD.,ken@lestaritraining.com,6088703735,,
INTER EDUCATION CONSULT SDN. BHD.,accounts@iec.com.my,6088212939,,
UMS INVESTMENT HOLDINGS SDN. BHD.,shikin@umsinvestment.com.my,6088487311,,
MAA TRAINING ACADEMY PLT,mohdaminadrah@gmail.com,60168603634,,
BORNEO EDUEXCEL SDN. BHD.,admin@nbuc.edu.my,6088487248,,
HRLAW TRAINING & CONSULTANCY PLT,hrlawtraining@gmail.com,6.03018E+12,,"D30 LOT 30 BLOK D,GROUND & 1ST FLOOR LORONG CEMPEDAK 1,DAITA INDUSTRIAL CENTRE,JALAN TUARAN,KOTA KINABALU,Sabah,Malaysia-88450"
YOUR SAFETY AND HEALTH SOLUTIONS,yshskk2015@gmail.com,60138513836,,
EZYTAP SDN. BHD.,management@ezytap.my,6088211936,,
MEGA AEROSPACE CENTRE SDN. BHD.,sheena@kkipaerospace.com.my,6088498189,,
CORRIDOR TRAINING & CONSULTANCY,ctckotakinabalu@gmail.com,6088211897,,
CORPORATE-YIELD TRANSFORMATION,cyt301@hotmail.com,60168044988,,
WEALTHOLD SDN. BHD.,foongyee_h@yahoo.com,60198528660,,"BLOCK C, LOT 21, 2ND FLOOR,PLAZA GRAND MILLENIUM,NEW PENAMPANG BYPASS,PENAMPANG,KOTA KINABALU,Sabah,Malaysia-88200"
BORNEO LEARNING STRATEGY & CONSULTANCY,FARAHAINADNANX@GMAIL.COM,6088763958,,
ARFSAN COMPUTER CENTRE,arfsancomputer23@gmail.com,60138797984,,
SANDAKAN SKILLS SDN. BHD.,sandakanskills@gmail.com,60123438066,,"LOT 28-1, 1ST FLOOR,LORONG POKOK KAYU MANIS 2,DAMAI PLAZA PHASE 4,JALAN DAMAI,KOTA KINABALU,Sabah,Malaysia-88300"
VS TRG CONSULTANCY,shella.b@vstrgconsultancy.com,60128648678,,
G & A TRANSFORMATION SDN. BHD.,info@ga.com.my,60198512108,,
THINK BIG MANAGEMENT CONSULTANT SDN. BHD.,hadifazeef@gmail.com,60168314262,,
INSTITUT 3A,institut3a@gmail.com,6088739755,,
ICC SERVICES,admin@iccservices.com.my,60143938161,,
FMM INSTITUTE (SABAH),fmmsabah@fmm.org.my,6088447580,,
FEDERATION OF MALAYSIAN MANUFACTURING (SABAH),fmmsabah@fmm.org.my,6088447580,,
BAYU TECHNICAL SERVICES,chandrakamales@yahoo.com,60122926563,,
NURUL ASYIQIN MARKETING & SERVICES,nuramsconsultant@gmail.com,60198525194,,
SUNSHINE MASTER CARE SDN. BHD.,sunshinemastercare@gmai.com,6.01127E+11,,
OSH GLOBAL INC,oshglobal@gmail.com,60146501912,,
REMA SYNERGY PLT,hanaa.abdullah3@gmail.com,60138861153,,
BON SYNERGY ENTERPRISE PLT,bsadvisory@gmail.com,6.01163E+11,,
KELAB REKREASI DAN SUKAN JABATAN BOMBA DAN PENYELAMAT MALAYSIA NEGERI SABAH,kerismasabah@gmail.com,6088422871,,"IBU PEJABAT, JABATAN BOMBA DAN PENYELAMAT,MALAYSIA NEGERI SABAH,JALAN LINTAS,LIKAS,KOTA KINABALU,Sabah,Malaysia-88990"
UNITY SOLUTIONS,sayfulpuddin@gmail.com,6.01112E+11,,
POINT D` BEAUTE ACADEMY,teamwaylearning@hotmail.com,6088499385,,
TITAN JADI SDN. BHD.,titanjadisb@gmail.com,60172211660,,
JESSELTON UNIVERSITY COLLEGE SDN. BHD.,desmond@jesselton.edu.my,60165848420,,
OMG ACADEMY,omgbki.academy@gmail.com,60168484910,,
TS WONG BIZ SOLUTIONS,tswongbiz@gmail.com,60178389511,,
TAWAU RESOURCES & SKILLS CENTRE,tawauresourcesskillscentre@gmail.com,60168143957,,
RIDAC SDN. BHD.,ridac.borneo@gmail.com,60168128420,,
INSTITUT LATIHAN PERINDUSTRIAN SANDAKAN,ilpsdk@jtm.gov.my,6089240500,,
ABSOLUTE SOLUTION,autumnbabylon@yahoo.com,60168268206,,
FUTURE BASE DEVELOPMENT SDN BHD,coachprabha@gmail.com,60198225888,,
SEQU TAS OFFSHORE SAFETY SDN BHD,angeline@sequtas.com.my,60142813921,,
DANASAFE SERVICES,inquiry@danasafe.com,6088278702,,
ENG PENG SOLUTION (S) SDN. BHD.,epsolution.hr@engpeng.com.my,6088492033,,
QIMAG WHOLISTIC PROFESSIONALS PLT,cleolajawai.aei@gmail.com,60167706211,,
GREAT IMPACT RESOURCES,norhasdi@gmail.com,60198615047,,
ELITE CLOUD SOLUTION SDN BHD,wongdh@gmail.com,60128337387,,
EIGHTEEN PATHS SDN. BHD.,8TEENPATHS@gmail.com,60168108525,,
THAMES OXFORD ACADEMY PLT,zainudin2025@gmail.com,60124924925,,
RAISE VENTURE SDN BHD,arunaa@ilmulearning.com,60138100274,,
L&I SOLUTION,landisolution@outlook.com,6.01133E+11,,
SMJ STRATEGIC TRAINING SDN. BHD.,md.smjstrategictrainingsdnbhd@gmail.com,6088366502,,
UPSKILL RESOURCES SDN. BHD.,kimberlychu88@gmail.com,60149598648,,
BFC RESEARCH & DEVELOPMENT SDN. BHD.,info@borneoforestrycoop.com,60165095211,,
PRISMA ADVENTURE SDN. BHD.,adventureprisma@gmail.com,60198619730,,
PEOPLE EMPOWERMENT ACADEMY & CONSULTANCY PLT,vca.advisory@gmail.com,60138558286,,"BLOCK E, LOT 40, 1ST FLOOR,PLAZA 333-6,PLAZA 333 KOBUSAK COMMERCIAL CENTRE,JALAN PINTAS,PENAMPANG,Sabah,Malaysia-89500"
SINERGI GIGIH SDN. BHD.,sinergigigih7@gmail.com,60175052434,,
KINABALU COFFEE GATEWAY SDN. BHD.,lmvoo@gammerlite.com,6088714439,,
MNT SOLUTIONS,eevon@kasihsayang.com.my,60177203109,,
STRATEGIK LEARNING SOLUTIONS,strategiklearnings@gmail.com,60128010225,,
AKADEMI LATIHAN KEMAHIRAN MAJU,gracechang.education@gmail.com,60109311187,,
TRAINMEISTER ACADEMY SDN. BHD.,admin@trainmeister.com,6.01117E+11,,
PUSAT KOMPUTER INFOTEK,infotechkk@yahoo.com,6088723081,,
GOLINK SOLUTION SDN. BHD.,acc.golinksolutionsb@gmail.com,6.01135E+11,,
S1 ASIAPAC SDN. BHD.,academy@s1asiapac.com,60168336688,,
BSL GLOBAL VENTURES SDN. BHD.,aznil_uk@yahoo.co.uk,60125893155,,
METAVERSE SOLUTIONS,metaversesolutions9@gmail.com,60128330541,,
THRIVE CAST SDN. BHD.,thrivecast88@gmail.com,60149523757,,
BORNEO TECHNOLOGY SKILLS DEVELOPMENT CENTRE SDN. BHD.,ken76vicky@gmail.com,60138860091,,
SKILLS CAPITAL DEVELOPMENT SDN. BHD.,ceo.skillscapitaldevelopment@gmail.com,60145654000,,
ROPE VANTAGE ENGINEERING CENTRE PLT,admin@ropevantage.com,60146585213,,
GEMILANG CERAH CONSULTANCY SDN BHD,consultgemilang@gmail.com,60168332335,,"2ND FLOOR, LOT 7, BLOCK P,,LORONG RAMPAI A,,TAMAN CHEMEI,,JALAN PENAMPANG,KOTA KINABALU,Sabah,Malaysia-88200"
"PERSATUAN SUKAN, KEBAJIKAN DAN KEBUDAYAAN JABATAN BOMBA DAN PENYELAMAT MALAYSIA LABUAN",perskeblabuan@yahoo.com,6087506999,,
VE AUTOCOOL,veautocool@gmail.com,6088278194,,
MULTI UNLIMITED ENTERPRISE,multiunlimitedent@gmail.com,60189107686,,"NO.F-22, BLOCK F, TINGKAT 4,,LORONG PLAZA TANJUNG ARU,,JALAN TUN MUSTAPHA,,TANJUNG ARU,,KOTA KINABALU,Sabah,Malaysia-88100"
USAHAWAN GROUP MANAGEMENT CONSULTANTS,ugmctraining@gmail.com,6088497141,,
DYNAMIC RESOURCES,eravan06@yahoo.com,60134267660,,"LOT 7,2ND FLOOR,BLOCK A,,ALAMESRA PLAZA UTAMA, LORONG PLAZA UTAMA 3,,JALAN UMS/SULAMAN,KOTA KINABALU,KOTA KINABALU,Sabah,Malaysia-88400"
XCEL BIZDUCATION PLT,xcelbizducation@yahoo.com,6.01127E+11,,
DUA MERANTI SUPPLIES & SERVICES SDN. BHD.,alexanderyee.kt@gmail.com,60168310168,,
BERJAYA TRAINING SOLUTION,berjayats68@gmail.com,6.01111E+11,,
PERSATUAN PEGAWAI PENGURUSAN DAN PROFESIONAL UNIVERSITI MALAYSIA SABAH (PPUMS),ppums@ums.edu.my,60168105384,,
LEVEL UP,zack.ker@gmail.com,60178187711,,
JACKYZ SOLUTION,jzsolution18@gmail.com,60143265247,,
NEXTGEN ACADEMY,nextgentrainingacademy88@gmail.com,6.01132E+11,,
INNOPRO NETWORK SDN. BHD.,buildingfiresafetyacademy@gmail.com,60198803313,,
BORNEO WORLD PLT,borneoworld88@gmail.com,6.01136E+11,,
KINGTECH SYSTEMATION,info@kingtechsystemation.com,60168332485,,
CMA ACADEMY ASIA SDN. BHD.,admin@cmaacademyasia.com,6088201542,,
ALIAS ACADEMY,aliasrahmad18@gmail.com,6.0011E+11,,
ARDENT TRAINING AND WELLNESS SDN. BHD.,voks79@gmail.com,60126293603,,
TECHNICAL SKILL (M) SDN. BHD.,admin@technicalskillmalaysia.com.my,6.01122E+11,,
CHM MANAGEMENT & SERVICES,chmms2018@gmail.com,6.01116E+11,,"LOT 53(2-B31), LEVEL 2,,CENTRAL SHOPPING PLAZA,,JALAN BANJARAN,,KEPAYAN RIDGE,,KOTA KINABALU,Sabah,Malaysia-88200"
MATRIX SKILLS ACADEMY SDN. BHD.,matrixskillsacademy25@gmail.com,60163934201,,
PRIMAL X SDN. BHD.,primal.xsb@gmail.com,60178641211,,
KHAYR SERVICES SDN. BHD.,khayrservices@gmail.com,60164492920,,
MERCI QUALITY,SJADVER@GMAIL.COM,6.01112E+11,,
PT SOLUTIONS SERVICES,ptsolutionsabah@gmail.com,60165886896,,
RAPID GEMILANG,rapidgemilang@gmail.com,6.01175E+11,,
JOLLY EDUCATION SDN. BHD.,creenawong@gmail.com,60168409055,,
ARIESTAR TRAINING AND CONSULTANCY (SABAH),ariestar30@yahoo.com,60138505677,,
LEMON TREE VENTURES,alvinchong1992@gmail.com,60109314768,,
UCORE SDN. BHD.,kyogokuy@gmail.com,60138380552,,
UPSKILL,upsskillacademy@gmail.com,6088424577,,"DBKK NO.B-1-15,(UNIT NO.IC/B/31/1),,LORONG INANAM KAPITAL 3,INANAM KAPITAL,,KOTA KINABALU,,Sabah,Malaysia-88450"
INSPIRED SKILLS VISION,training.inspiredskills@gmail.com,6.01151E+11,,
VISIONARY CONSULTING & TRAINING,catherinejikunan@yahoo.com,60138503039,,
JOBSAFE RISK MANAGEMENT,jobsaferm@gmail.com,60146338831,,
MEDBIS SDN. BHD.,medbisacademy@gmail.com,6.01125E+11,,
SUCCESS MOTIVATION ART TRAINING CENTRE,training@smarttrg.com,60164563657,,
LK TRAINING & SOLUTIONS,KONG_PAK1987@HOTMAIL.COM,60168467773,,
DSHAREBIZ ACADEMY,ratnawork2112@gmail.com,60134716719,,
JA WELLNEST HUB,anthonyjaneta@gmail.com,60138607959,,
D AL`S SERVICES,aggyamdan@gmail.com,60124862509,,
AP SERVICES,arthurpwt10@gmail.com,60166728326,,
WAGAS TRAINING & SERVICES SDN. BHD.,wagas.tssb@gmail.com,60195587881,,
TEMPLETON SOLUTIONS SDN. BHD.,tmpt.sol@pm.me,60172333711,,
KSAFE SDN. BHD.,khairulksafe20@gmail.com,60109554680,,
AERIAL TECH AND DEFENSE SYSTEM SDN. BHD.,info@aerialtechdefense.com,6.01168E+11,,
1CARE CONSORTIUM SDN. BHD.,1careconsortiumsdnbhd@gmail.com,6088380782,,
IDEAOLOGY COFFEE & ROASTERY HUB,cjunwei89@gmail.com,60168812251,,
FMJ MANAGEMENT ACADEMY PLT,aryn.azryn.work@gmail.com,60195345204,,
LIKAS GOLF ACADEMY,ronniepan604@gmail.com,60168493895,,
WAGAS SKILLS SDN. BHD.,wagas.skills@gmail.com,60195587881,,
JS PROTECH SDN. BHD.,jsprotechsdnbhd@gmail.com,60198292454,,
KMI RESOURCES,maryanne@sabah-excel-training.com,60168750824,,
EMPACT RISE,michaeljianul@gmail.com,60109333731,,
MIMO TRAINING SDN. BHD.,mimotraining26@gmail.com,60146760189,,
AMANAH ALLIANCE,allianceamanah@gmail.com,60138555992,,
MAICOE SDN. BHD.,ralfred121@gmail.com,60138819966,,
POLITEKNIK KOTA KINABALU,azlinda@polikk.edu.my,60146402745,,
BELOWINDTECH,belowindtechhq@gmail.com,6.01135E+11,,
INFINITY ARC SDN. BHD.,infinityarc7@gmail.com,60168332530,,
EMPRESSITTI,SITTIBASALIE@GMAIL.COM,6.01116E+11,,
ALPHA SYNERGY ADVISORY,alphasynergy25@gmail.com,60168184554,,
YSHS (YOUR SAFETY & HEALTH SOLUTIONS) SDN. BHD.,benlix.yshs@gmail.com,6.01117E+11,,
IDS CONSULTANCY SERVICES SDN. BHD.,ics@ids.org.my,6088450536,,"LOT 10, TINGKAT 3, WISMA IDS,OFF JALAN PINTAS,89500 PENAMPANG,LOCKED BAG 127,KOTA KINABALU,Sabah,Malaysia-88994"
MASTERY HUB,nurfarhanafaisal@gmail.com,60109303609,,
GLAMZ X SDN. BHD.,audreywrantau@gmail.com,60195330404,,
SAFETY SKILL CONSULT,safetyskillconsult@gmail.com,6.01132E+11,,
WIBAWA CERAH PLT,ginlim2020@gmail.com,60125678599,,
EMAS JAYA MARINE OFFSHORE SDN. BHD.,emasjayamarine@gmail.com,60168314020,,"UNIT NO-D-08-01(BKKK NO D-1-8),PARCEL NO1,LEVEL8 BUILDING D,AEREPOD PHASE 2A RETAIL OFFICE,MILE 3.5 JALAN KEPAYAN,KOTA KINABALU,Sabah,Malaysia-58200"
TERRA SOLUTION,terrasolution33@gmail.com,60138846774,,
JY TRAINING SOLUTIONS PLT,jytrainingsolutions@gmail.com,6.01115E+11,,
PCSS CONSULTANCY SDN BHD,admin@pcss.com.my,6082459770,,
WORLD CLASS TRAINING CENTRE SDN BHD,admin@wtc-intl.com,6082265818,,
POWER EDU INTERNATIONAL SDN. BHD.,ting@poweredu.com.my,6082579661,,
CHEMSAIN HRD SDN BHD,chrd@chemsain.com,6082548366,,
YAHOS SDN. BHD.,admin@yahos.edu.my,6082454111,,
HEXCEL & ASSOCIATES,hexcellence@gmail.com,60178089566,,
KH SUMBER PLT,khsumberplt@gmail.com,60198142692,,
TALENT ACTIVE SDN BHD,tahrt711@gmail.com,6082345033,,
MRS MANAGEMENT SDN. BHD.,robin.mrstraining@gmail.com,60103620570,,
SARA RESORTS MANAGEMENT SDN.BHD.,noreen@srmsbtraining.com.my,6082422499,,
TECOS PLT,tecosplt@gmail.com,60169222059,,
ECOTREX SDN. BHD.,chris@ecotrex.my,60108830711,,
SLOP ENGINEERING SDN. BHD.,ADMIN@SLOP.MY,6.01116E+11,,
INSTITUT LATIHAN PERINDUSTRIAN LABUAN,ilplabuan@jtm.gov.my,6087414911,,
STARS SERVICES,stars.latih@gmail.com,60147811879,,
KINABALU TRAINING SOLUTIONS PLT,nora@ktsp.com.my,60125088137,,
MONTIS F1,montisfone@gmail.com,6.01165E+11,,
CHEMSAIN TRAINING ACADEMY SDN. BHD.,elina.gom@chemsain.com,6.01127E+11,,"LOT 2, LORONG SURIA, OFF LORONG BUAH DUKU 1,,TAMAN PERINDUSTRIAN SURIA,JALAN PERINDUSTRIAN SURIA,JALAN KOLOMBONG,KOTA KINABALU,Sabah,Malaysia-88450"
INFORMATION GROUP TRAINING CENTER,Leetshunfatt71@gmail.com,60168131367,,
SHARIF PERCHAYA SDN. BHD.,sharifperchaya@gmail.com,6088218604,,
PENGURUSAN SERI SUBUR PLT,gakehua_tan@hotmail.com,60198886538,,
IDEAL MAKER MEDIA PLT,idealmakermedia@gmail.com,60168685688,,
GEM CONSULTANCY SDN. BHD.,clementlau@gem.com.my,60168917552,,
B.E.A.T. MANAGEMENT CONSULTANCY SDN BHD,beat.mc@fic.edu.my,6085644803,,
DR D & CO,drdcoinfo@gmail.com,6.01111E+11,,
BORNEO SAFETY TRAINING SERVICES SDN. BHD.,info@bsts.org,6085659118,,
PILLEY EDUCATION ENTERPRISE SDN BHD,mpi@pilley.edu.my,6084322268,,
AKADEMI HOSPITALITI & PELANCONGAN SAUJANA SDN. BHD.,info@satt.edu.my,6082230586,,
SARAWAK INFORMATION SYSTEMS SDN. BHD.,agnes@sains.com.my,6082366499,,
SEGI KOLEJ (SARAWAK) SDN BHD,susielaumc@segi.edu.my,6082252566,,
SMTC INTERNATIONAL SDN. BHD.,noriza@smtcglobal.net,6085656022,,
CORPORATE INTELLIGENCE ADVISORS SDN BHD,corporate.admin@cia-global.com,6082287737,,
HUMANOID SDN. BHD.,rose@humanoidpeople.org,6085644667,,
CONSULTLEAD SDN. BHD.,consultleadinfo@gmail.com,60178199661,,
JO SANCTUARY SDN.BHD,joneshu_0625@hotmail.com,60168787093,,
PROAKTIF ELECTRICAL SDN BHD,winnie@plproaktif.edu.my,6082480868,,
SUNWAY TES (EAST MALAYSIA) SDN BHD,aichins@sunway.edu.my,60163538209,,
MAHAGAMY CONSULTANCY AND ADVISORY SDN BHD,adminsbw@mahagamy.com.my,60165250456,,
OCEANCARE TECHNICAL TRAINING CENTRE SDN BHD,fahrur@oceancare.com.my,60192662517,,
PMC SERVICES PLT,gsemelda@yahoo.com,6082571042,,
OCEANCARE CORPORATION SDN. BHD.,fahrur@oceancare.com.my,6085423825,,
PRIORITY ONE TAX SERVICES SDN BHD,cindy.lim@priorityone.com.my,6082454119,,
FOCUSER CONSULTANTS SDN BHD,drleect.focuser@gmail.com,6082463489,,
PELITA MAS LAUT SDN BHD,mnazim76@gmail.com,6084218311,,
MIRI TECHNICAL COLLEGE SDN. BHD.,collegemtech@gmail.com,6.01137E+11,,"LOT 1612 & 1613, BLOCK 17,JALAN MIRI-BYPASS,EASTWOOD VALLEY INDUSTRIAL PARK,KUALA BARAM LAND DISTRICT,MIRI,Sarawak,Malaysia-98000"
ASIA CONSULTANTS & TRAINING SERVICES SDN BHD,asia_cts@asiaconsultantstrg.onmicrosoft.com,6086315951,,
M.I.W.T GLOBAL RESOURCES SDN. BHD.,miwtglobal@gmail.com,6085654619,,
PERMATA MARITIME TRAINING CENTRE SDN BHD,mohdyunos564@yahoo.com.my,6086312675,,
SEALESTIAL MARINE SEAFARER TRAINING CENTRE SDN BHD,anitad.sealestialmarine@gmail.com,60178086353,,
AMOGHA MAJU SDN BHD,harina.edu@gmail.com,6082575984,,
PREEMINANT MANAGEMENT PLT,preeminantconsultancy@gmail.com,6082626658,,
PLUS SUSTAIN SDN. BHD.,felicia.anthony@smgroup.my,6082369100,,
AMW TECHNOLOGY SDN. BHD.,kasmawati@akal.com.my,6085668178,,
EXCEED MANAGEMENT SDN BHD,rufinalim@dwell.com.my,60198853561,,
SMT LEARNING SOLUTIONS PLT,telemachuslo@gmail.com,60168608787,,"LOT 1108, SUB LOT 12, 2ND FLOOR,,BLOCK 10, KCLD,,HOCK KUI COMMERCIAL CENTRE,,JALAN TUN AHMAD ZAIDI ADRUCE,,KUCHING,Sarawak,Malaysia-93150"
KENYALANG WCCT SDN BHD,ashazirah@kenyalangwcct.com,60137723593,,
UNIMAS EDU SDN BHD,abnfatihah@unimas.my,6082222111,,
BINTULU EMERGENCY & SAFETY TRAINING SDN. BHD.,malikarshad@best-ert.com,60128782029,,
IGTC SDN BHD,booking@igtrainingcentre.com,6085646197,,
KINDLE MANAGEMENT SOLUTIONS SDN BHD,hello@kindleconsult.com,60166681203,,
CYBERJAYA COLLEGE KUCHING SDN. BHD.,doreentan@kch.cyberjaya.edu.my,6082688777,,
FAME INTERNATIONAL TRAINING SDN. BHD.,selina@fame.edu.my,60138680992,,
TMR TECHNOLOGIES SDN BHD,tmrtechnologiessb@gmail.com,60128094090,,
GARA INTERNATIONAL SDN BHD,edwin@garainternational.com,60138158559,,
SARAWAK CENTRE OF PERFORMANCE EXCELLENCE SDN. BHD.,info@scope.net.my,6082231230,,
MYPRO SKILLS CONSULTANCY PLT,odenmustapha@gmail.com,60178099707,,
UCTS CONSULTANCY & SERVICES SDN BHD,edwin@uts.edu.my,6084367537,,
AKADEMI BINAAN MALAYSIA (SARAWAK) SDN BHD,zulhafizan@cidbabm.com.my,6082446700,,
TM TEC ACADEMY (M) SDN. BHD.,songpeikim@gmail.com,60128117288,,
INSTITUT KEMAHIRAN MARA BINTULU,senorita@mara.gov.my,60128729074,,
I CORPORATE TRAINING SDN. BHD.,amytan@i-systems.edu.my,60168869987,,
GLOBAL PACIFIC ACADEMY SDN BHD,gpaedu@yahoo.com,6084220991,,
IG TRAINING CENTRE SDN. BHD.,booking@igtrainingcentre.com,6085646197,,
MODERN CORPORATE SYSTEMS SDN. BHD.,hr1@tcs.edu.my,6082444999,,
SEACADEMY SDN BHD,eyra.azahari@seacadgroup.com,60085416566,,
WRK LEARNING DEVELOPMENTS PLT,info@wrklearning.com,60138010143,,
TVET (SARAWAK) SDN. BHD.,novert1975@gmail.com,60198821175,,
E LEADERSHIP SDN. BHD.,eleadership.lmt@gmail.com,60168893622,,
SASTRA MARITIME ACADEMY (EM) SDN. BHD.,sastraadmin@sastraacademy.com,6084216167,,
MB EDULINK SDN. BHD.,mbedulink@gmail.com,60105651239,,
KARUNA (SARAWAK) ENTERPRISE SDN. BHD.,wendy@karunasarawak.com,60194789319,,
INFOLLECTIVE SOLUTIONS SDN. BHD.,quella.kong@infollective.com,60163307168,,
ONE BELIAN SEED PLT,joseph.koh@obseed.com.my,60122916629,,
MYCOMMAX NETWORK SDN BHD,winstone64bit@gmail.com,6.01111E+11,,
ADVANCE MULTISKILLS TRAINING CENTRE SDN. BHD.,henrysiban@gmail.com,60128743150,,
PRIMA TECH SOLUTION SDN. BHD.,jennymellisa@ptssb.com.my,60168812320,,
LIMPAHAN MAHAMAS SDN. BHD.,CEFL.bintulu@gmail.com,60178098933,,"NO 219 (8370) 2ND FLOOR,BINTULU SENTRAL PHASE 2,TANJUNG KIDURONG,.,BINTULU,Sarawak,Malaysia-97000"
MSTS ASIA SDN. BHD. (MIRI CENTRE),nm@msts-my.org,60197951441,,
POLITEKNIK KUCHING SARAWAK,shahidan.s@poliku.edu.my,6082845596,,
THINK BIG TRAINING SDN. BHD.,aahamtbt@gmail.com,6082666919,,
KENYALANG SKILLS CENTER SDN. BHD.,kenyalangskillscentre@gmail.com,6084217451,,
EXCELLENCE SKILLS AND ENTREPRENEURSHIP CENTER SDN. BHD.,exceskills@gmail.com,60128581305,,
BECOMING PRODUCTIVE INTERNATIONAL PLT,erwin.lai@icloud.com,60196869800,,
VERTEX MASTERY SDN BHD,hrdf@vertexmastery.com,6.01155E+11,,
KOPERASI KELUARGA SUMIRAN KUCHING BERHAD,training.sumiran@gmail.com,60149385395,,"GROUND FLOOR, LOT 10148,SECTION 64, KTLD,JALAN KWONG LEE BANK,PENDING,KUCHING,Sarawak,Malaysia-93450"
PAN BORNEO SKILLS DEVELOPMENT SDN. BHD.,panborneoskills@gmail.com,60129125066,,
MENTARI TRAINING CENTRE,vynerpang@gmail.com,60198869007,,
ZETRANEXT SDN. BHD.,zetranext.sb@gmail.com,6082242441,,
CURTIN (MALAYSIA) SDN. BHD.,cm.space@curtin.edu.my,6085630100,,
CROWE CORPORATE SERVICES SDN. BHD.,joanna.bong@crowe.my,60128877900,,
FMM INSTITUTE (SARAWAK),fmmsarawak@fmm.org.my,6082332784,,
